location,site,species,id,number,fl,tl,wt,month,season,year
creek,downstream,yellow perch,,bulk,52,56,76.9,august,summer,2023
creek,downstream,yellow perch,,bulk,58,61,74.3,august,summer,2023
creek,downstream,yellow perch,,bulk,54,56,45.7,august,summer,2023
creek,downstream,yellow perch,,bulk,54,57,58.8,august,summer,2023
creek,downstream,yellow perch,,3,90,94,18.5,august,summer,2023
creek,downstream,yellow perch,,6,52,56,9.7,august,summer,2023
creek,downstream,yellow perch,,1,97,101,8.9,august,summer,2023
creek,downstream,yellow perch,,bulk,58,62,23.7,august,summer,2023
creek,downstream,yellow perch,,1,180,188,66.4,august,summer,2023
creek,downstream,yellow perch,,1,181,190,72.6,august,summer,2023
creek,downstream,yellow perch,,1,141,147,35.7,august,summer,2023
creek,downstream,yellow perch,,1,151,158,43.8,august,summer,2023
creek,downstream,yellow perch,,bulk,57,60,18.1,august,summer,2023
creek,downstream,yellow perch,,1,60,63,2.1,august,summer,2023
creek,downstream,yellow perch,,1,54,59,1.5,august,summer,2023
creek,downstream,yellow perch,,1,97,102,10.4,august,summer,2023
creek,downstream,yellow perch,,1,154,162,44.6,august,summer,2023
creek,downstream,yellow perch,,bulk,52,56,97.4,august,summer,2023
creek,downstream,yellow perch,,bulk,53,56,42.7,august,summer,2023
creek,downstream,yellow perch,,bulk,51,54,60,august,summer,2023
creek,downstream,yellow perch,,1,178,185,60.8,august,summer,2023
creek,downstream,yellow perch,,3,108,114,52.5,august,summer,2023
creek,downstream,yellow perch,,bulk,52,55,70,august,summer,2023
creek,downstream,yellow perch,,1,91,96,1.9,august,summer,2023
creek,downstream,yellow perch,,bulk,55,59,241.9,august,summer,2023
creek,downstream,yellow perch,,bulk,56,60,182,august,summer,2023
creek,downstream,yellow perch,,bulk,55,58,118.1,august,summer,2023
creek,downstream,yellow perch,,bulk,54,58,66.6,august,summer,2023
creek,downstream,yellow perch,,bulk,56,59,61.6,august,summer,2023
creek,downstream,yellow perch,,1,168,178,61.7,august,summer,2023
creek,downstream,yellow perch,,3,123,128,50.9,august,summer,2023
creek,downstream,yellow perch,,1,161,169,48.4,august,summer,2023
creek,downstream,yellow perch,,bulk,55,59,55,august,summer,2023
creek,downstream,yellow perch,,bulk,58,62,33.7,august,summer,2023
creek,downstream,yellow perch,,1,152,157,28.9,august,summer,2023
creek,downstream,yellow perch,,1,131,136,24.5,august,summer,2023
creek,downstream,yellow perch,,2,108,113,26,august,summer,2023
creek,downstream,yellow perch,,12,94,99,80.6,august,summer,2023
creek,downstream,yellow perch,,bulk,54,58,39.2,august,summer,2023
creek,downstream,yellow perch,,7,79,85,37.7,august,summer,2023
creek,downstream,yellow perch,,2,76,80,11.3,august,summer,2023
creek,downstream,yellow perch,,bulk,57,60,31.6,august,summer,2023
creek,downstream,yellow perch,,1,55,58,1.1,august,summer,2023
creek,downstream,yellow perch,,1,54,57,1.4,august,summer,2023
creek,downstream,yellow perch,,bulk,57,60,49.4,august,summer,2023
creek,downstream,yellow perch,,bulk,49,52,52.9,august,summer,2023
creek,downstream,yellow perch,,1,90,95,6.7,august,summer,2023
creek,downstream,yellow perch,,1,106,111,12.8,august,summer,2023
creek,downstream,yellow perch,,bulk,53,56,13.6,august,summer,2023
creek,downstream,yellow perch,,1,48,51,1,august,summer,2023
creek,downstream,yellow perch,,1,91,96,10.9,august,summer,2023
creek,downstream,yellow perch,,1,85,90,5.4,august,summer,2023
creek,downstream,yellow perch,,1,78,82,3.9,august,summer,2023
creek,downstream,yellow perch,,1,55,58,2.4,august,summer,2023
creek,downstream,yellow perch,,bulk,55,59,28.8,august,summer,2023
creek,downstream,yellow perch,,bulk,55,58,36.5,august,summer,2023
creek,downstream,yellow perch,,bulk,62,68,33.1,august,summer,2023
creek,downstream,yellow perch,,5,145,151,155.6,august,summer,2023
creek,downstream,yellow perch,,7,106,111,70.9,august,summer,2023
creek,downstream,yellow perch,,1,93,97,7.5,august,summer,2023
creek,downstream,yellow perch,,1,120,125,15.8,may,spring,2023
creek,downstream,yellow perch,,1,68,72,2.2,may,spring,2023
creek,downstream,yellow perch,,1,65,70,2.9,may,spring,2023
creek,downstream,yellow perch,,1,75,80,4.8,may,spring,2023
creek,downstream,yellow perch,,1,84,87,5.3,may,spring,2023
creek,downstream,yellow perch,,1,65,67,2.6,may,spring,2023
creek,downstream,yellow perch,,1,88,92,6,may,spring,2023
creek,downstream,yellow perch,,1,71,75,3,may,spring,2023
creek,downstream,yellow perch,,1,65,68,2.1,may,spring,2023
creek,downstream,yellow perch,,1,88,88,5,may,spring,2023
creek,downstream,yellow perch,,1,71,60,1.3,may,spring,2023
creek,downstream,yellow perch,,1,83,72,2.5,may,spring,2023
creek,downstream,yellow perch,,1,55,83,3.3,may,spring,2023
creek,downstream,yellow perch,,1,68,81,4.5,may,spring,2023
creek,downstream,yellow perch,,1,75,70,2.6,may,spring,2023
creek,downstream,yellow perch,,1,69,87,4.3,may,spring,2023
creek,downstream,yellow perch,,1,77,75,4.2,may,spring,2023
creek,downstream,yellow perch,,1,65,71,2.5,may,spring,2023
creek,downstream,yellow perch,,1,65,68,2.1,may,spring,2023
creek,downstream,yellow perch,,1,65,67,2.2,may,spring,2023
creek,downstream,yellow perch,,1,61,65,1.6,may,spring,2023
creek,downstream,yellow perch,,1,70,73,2.8,may,spring,2023
creek,downstream,yellow perch,,1,65,69,3.2,may,spring,2023
creek,downstream,yellow perch,,1,70,74,2.9,may,spring,2023
creek,downstream,yellow perch,,1,70,73,2.8,may,spring,2023
creek,downstream,yellow perch,,23,71,76,29.1,may,spring,2023
creek,downstream,yellow perch,,14,68,71,43,may,spring,2023
creek,downstream,yellow perch,,10,85,90,33.8,may,spring,2023
creek,downstream,yellow perch,,1,68,72,2.3,may,spring,2023
creek,downstream,yellow perch,,1,85,90,6.1,may,spring,2023
creek,downstream,yellow perch,,1,96,102,8.8,may,spring,2023
creek,downstream,yellow perch,,1,88,92,6.3,may,spring,2023
creek,downstream,yellow perch,,4,,,11.3,may,spring,2023
creek,downstream,yellow perch,,1,68,71,2,may,spring,2023
creek,downstream,yellow perch,FN-M23-YP-2,1,64,69,2.7,may,spring,2023
creek,downstream,yellow perch,FN-M23-YP-3,1,68,72,2.4,may,spring,2023
creek,downstream,yellow perch,,22,66,71,67.1,may,spring,2023
creek,downstream,yellow perch,,24,70,75,67.8,may,spring,2023
creek,downstream,yellow perch,,1,69,73,2.6,may,spring,2023
creek,downstream,yellow perch,,1,64,68,2.6,may,spring,2023
creek,downstream,yellow perch,,1,68,73,2.4,may,spring,2023
creek,downstream,yellow perch,,1,68,74,2.1,may,spring,2023
creek,downstream,yellow perch,,10,66,69,25.1,may,spring,2023
creek,downstream,yellow perch,,5,70,73,13.7,may,spring,2023
creek,downstream,yellow perch,,11,73,78,29.1,may,spring,2023
creek,downstream,yellow perch,,7,67,70,15.6,may,spring,2023
creek,downstream,yellow perch,,1,67,71,,may,spring,2023
creek,downstream,yellow perch,,1,67,70,2.6,may,spring,2023
creek,downstream,yellow perch,,1,66,73,2.7,may,spring,2023
creek,downstream,yellow perch,,1,86,84,3.9,may,spring,2023
creek,downstream,yellow perch,,1,69,73,2.9,may,spring,2023
creek,downstream,yellow perch,,1,65,67,2.5,may,spring,2023
creek,downstream,yellow perch,,1,71,84,5.8,may,spring,2023
creek,downstream,yellow perch,,1,69,70,3.4,may,spring,2023
creek,downstream,yellow perch,,1,66,69,2.2,may,spring,2023
creek,downstream,yellow perch,,1,67,91,3.1,may,spring,2023
creek,downstream,yellow perch,,1,64,73,3,may,spring,2023
creek,downstream,yellow perch,,1,63,68,2.2,may,spring,2023
creek,downstream,yellow perch,,1,67,75,3.1,may,spring,2023
creek,downstream,yellow perch,,1,64,73,3,may,spring,2023
creek,downstream,yellow perch,,1,63,70,2.2,may,spring,2023
creek,downstream,yellow perch,,1,67,71,2.6,may,spring,2023
creek,downstream,yellow perch,,1,64,67,1.3,may,spring,2023
creek,downstream,yellow perch,,1,63,66,2.5,may,spring,2023
creek,downstream,yellow perch,,1,67,70,2.6,may,spring,2023
creek,downstream,yellow perch,,1,69,73,2.7,may,spring,2023
creek,downstream,yellow perch,,1,67,71,2.5,may,spring,2023
creek,downstream,yellow perch,,1,65,70,2.7,may,spring,2023
creek,downstream,yellow perch,,1,66,71,3.3,may,spring,2023
creek,downstream,yellow perch,,1,64,68,1.9,may,spring,2023
creek,downstream,yellow perch,,1,68,73,2.6,may,spring,2023
creek,downstream,yellow perch,,1,72,76,2.7,may,spring,2023
creek,downstream,yellow perch,,1,62,65,1.5,may,spring,2023
creek,downstream,yellow perch,,26,71,74,81.1,may,spring,2023
creek,downstream,yellow perch,,23,73,81,69,may,spring,2023
creek,downstream,yellow perch,,8,77,82,29.3,may,spring,2023
creek,downstream,yellow perch,,1,67,71,2.2,may,spring,2023
creek,downstream,yellow perch,,11,64,68,27,may,spring,2023
creek,downstream,yellow perch,,21,75,80,58.8,may,spring,2023
creek,downstream,yellow perch,,34,70,73,103,may,spring,2023
creek,downstream,yellow perch,,23,79,83,63.8,may,spring,2023
creek,downstream,yellow perch,,34,68,72,93.5,may,spring,2023
creek,downstream,yellow perch,,10,77,81,30,may,spring,2023
creek,downstream,yellow perch,,20,74,78,52.7,may,spring,2023
creek,downstream,yellow perch,,14,68,72,35.9,may,spring,2023
creek,downstream,yellow perch,,4,75,79,11.9,may,spring,2023
creek,downstream,yellow perch,,1,75,90,4.7,may,spring,2023
creek,downstream,yellow perch,,1,97,103,6.8,may,spring,2023
creek,downstream,yellow perch,,1,95,100,8.5,may,spring,2023
creek,downstream,yellow perch,,14,70,75,36.7,may,spring,2023
creek,downstream,yellow perch,,17,66,70,36.2,may,spring,2023
creek,downstream,yellow perch,,20,65,69,53.1,may,spring,2023
creek,downstream,yellow perch,,20,69,73,50.3,may,spring,2023
creek,downstream,yellow perch,,13,72,77,37.8,may,spring,2023
creek,downstream,yellow perch,,1,90,95,7.3,may,spring,2023
creek,downstream,yellow perch,,10,74,79,32.2,may,spring,2023
creek,downstream,yellow perch,,3,65,69,7.1,may,spring,2023
creek,downstream,yellow perch,,,73,77,204.2,may,spring,2023
creek,downstream,yellow perch,,,81,84,268.2,may,spring,2023
creek,downstream,yellow perch,,,69,73,118.8,may,spring,2023
creek,downstream,yellow perch,,,70,74,151.2,may,spring,2023
creek,downstream,yellow perch,,,97,99,207.5,may,spring,2023
creek,downstream,yellow perch,,,68,72,244.8,may,spring,2023
creek,downstream,yellow perch,,1,80,84,4.4,may,spring,2023
creek,downstream,yellow perch,,1,70,74,2.8,may,spring,2023
creek,downstream,yellow perch,,1,81,85,3.8,may,spring,2023
creek,downstream,yellow perch,,1,88,93,5.7,may,spring,2023
creek,downstream,yellow perch,,1,67,70,2.3,may,spring,2023
creek,downstream,yellow perch,,1,65,68,2.9,may,spring,2023
creek,downstream,yellow perch,,1,68,71,2.7,may,spring,2023
creek,downstream,yellow perch,,1,67,70,1.9,may,spring,2023
creek,downstream,yellow perch,,1,114,120,14.9,may,spring,2023
creek,downstream,yellow perch,,1,80,84,6.1,may,spring,2023
creek,downstream,yellow perch,,,69,73,87.4,may,spring,2023
creek,downstream,yellow perch,,,65,69,65.8,may,spring,2023
creek,downstream,yellow perch,,,68,72,32,may,spring,2023
creek,downstream,yellow perch,,,69,72,2.3,may,spring,2023
creek,downstream,yellow perch,,5,70,73,14.2,may,spring,2023
creek,downstream,yellow perch,,1,65,69,2.2,may,spring,2023
creek,downstream,yellow perch,,1,65,70,1.9,may,spring,2023
creek,downstream,yellow perch,,,72,76,280.8,may,spring,2023
creek,downstream,yellow perch,,,75,79,320,may,spring,2023
creek,downstream,yellow perch,,,71,75,153.4,may,spring,2023
creek,downstream,yellow perch,,,69,73,61.9,may,spring,2023
creek,downstream,yellow perch,,,70,73,26.2,may,spring,2023
creek,downstream,yellow perch,,1,73,78,4.6,may,spring,2023
creek,downstream,yellow perch,,,72,77,215.7,may,spring,2023
creek,downstream,yellow perch,,,83,86,220.8,may,spring,2023
creek,downstream,yellow perch,,,73,76,78.3,may,spring,2023
creek,downstream,yellow perch,,,71,74,35.7,may,spring,2023
creek,downstream,yellow perch,,,66,70,18.2,may,spring,2023
creek,downstream,yellow perch,,4,67,70,10,may,spring,2023
creek,downstream,yellow perch,,,75,79,141.2,may,spring,2023
creek,downstream,yellow perch,,,68,73,70.9,may,spring,2023
creek,downstream,yellow perch,,,70,74,20.7,may,spring,2023
creek,downstream,yellow perch,,,67,71,8.5,may,spring,2023
creek,downstream,yellow perch,,1,137,142,25.4,may,spring,2023
creek,downstream,yellow perch,,1,70,75,4.3,may,spring,2023
creek,downstream,yellow perch,,,70,73,25.7,may,spring,2023
creek,downstream,yellow perch,,2,70,74,8.7,may,spring,2023
creek,downstream,yellow perch,,,71,75,58.1,may,spring,2023
creek,downstream,yellow perch,,,70,75,43.2,may,spring,2023
creek,downstream,yellow perch,,,81,86,34.6,may,spring,2023
creek,downstream,yellow perch,,,70,74,187.3,may,spring,2023
creek,downstream,yellow perch,,,73,77,106.1,may,spring,2023
creek,downstream,yellow perch,,,70,74,33.1,may,spring,2023
creek,downstream,yellow perch,,1,64,67,1.7,may,spring,2023
creek,downstream,yellow perch,,1,140,147,28.5,may,spring,2023
creek,downstream,yellow perch,,1,98,104,9.9,may,spring,2023
creek,downstream,yellow perch,,,73,78,263,may,spring,2023
creek,downstream,yellow perch,,,70,75,201.4,may,spring,2023
creek,downstream,yellow perch,,,74,78,58.7,may,spring,2023
creek,downstream,yellow perch,,,76,81,15.9,may,spring,2023
creek,downstream,yellow perch,,1,129,135,23.3,may,spring,2023
creek,downstream,yellow perch,,,103,109,74.6,may,spring,2023
creek,downstream,yellow perch,,1,70,74,2,may,spring,2023
creek,downstream,yellow perch,,5,92,97,38.9,may,spring,2023
creek,downstream,yellow perch,,1,125,131,15.9,may,spring,2023
creek,downstream,yellow perch,,2,82,87,11.9,may,spring,2023
creek,downstream,yellow perch,,bulk,70,74,120.6,may,spring,2023
creek,downstream,yellow perch,,bulk,80,85,55.6,may,spring,2023
creek,downstream,yellow perch,,bulk,70,73,40.9,may,spring,2023
creek,downstream,yellow perch,,bulk,77,81,88,may,spring,2023
creek,downstream,yellow perch,,bulk,80,85,47,may,spring,2023
creek,downstream,yellow perch,,5,62,66,10.4,may,spring,2023
creek,downstream,yellow perch,,2,70,73,5.8,may,spring,2023
creek,downstream,yellow perch,,2,114,119,34.5,may,spring,2023
creek,downstream,yellow perch,,3,93,97,26,may,spring,2023
creek,downstream,yellow perch,,,NA,NA,172.9,may,spring,2023
creek,downstream,yellow perch,,,NA,NA,218.8,may,spring,2023
creek,downstream,yellow perch,,,NA,NA,228,may,spring,2023
creek,downstream,yellow perch,,,NA,NA,217.2,may,spring,2023
creek,downstream,yellow perch,,,NA,NA,215.3,may,spring,2023
creek,downstream,yellow perch,,,NA,NA,86.3,may,spring,2023
creek,downstream,yellow perch,,,NA,NA,69.6,may,spring,2023
creek,downstream,yellow perch,,,NA,NA,25.8,may,spring,2023
creek,downstream,yellow perch,,,NA,NA,83.2,may,spring,2023
creek,downstream,yellow perch,,,NA,NA,46.8,may,spring,2023
creek,downstream,yellow perch,,,NA,NA,299.5,may,spring,2023
creek,downstream,yellow perch,,,NA,NA,286.5,may,spring,2023
creek,downstream,yellow perch,,,NA,NA,208.5,may,spring,2023
creek,downstream,yellow perch,,,NA,NA,162,may,spring,2023
creek,downstream,yellow perch,,,NA,NA,45.2,may,spring,2023
creek,downstream,yellow perch,,,NA,NA,11.9,may,spring,2023
creek,downstream,yellow perch,,,105,110,61.4,may,spring,2023
creek,downstream,yellow perch,,8,111,117,86.2,may,spring,2023
creek,downstream,yellow perch,,9,100,106,90,may,spring,2023
creek,downstream,yellow perch,,,70,74,377.9,may,spring,2023
creek,downstream,yellow perch,,,72,76,290,may,spring,2023
creek,downstream,yellow perch,,,70,75,130.9,may,spring,2023
creek,downstream,yellow perch,,4,72,76,12.6,may,spring,2023
creek,downstream,yellow perch,,1,91,97,6.8,may,spring,2023
creek,downstream,yellow perch,,,66,71,66.4,may,spring,2023
creek,downstream,yellow perch,,3,73,77,10,may,spring,2023
creek,downstream,yellow perch,,1,68,70,2.5,may,spring,2023
creek,downstream,yellow perch,,,73,78,163,may,spring,2023
creek,downstream,yellow perch,,,70,74,179,may,spring,2023
creek,downstream,yellow perch,,,66,73,47.3,may,spring,2023
creek,downstream,yellow perch,,1,95,100,7.5,may,spring,2023
creek,downstream,yellow perch,,1,65,72,3.3,may,spring,2023
creek,downstream,yellow perch,,1,97,102,8.1,may,spring,2023
creek,downstream,yellow perch,,,68,72,56.3,may,spring,2023
creek,downstream,yellow perch,,2,68,72,6.4,may,spring,2023
creek,downstream,yellow perch,,,74,78,112.6,may,spring,2023
creek,downstream,yellow perch,,,71,75,44.3,may,spring,2023
creek,downstream,yellow perch,,4,73,77,9.9,may,spring,2023
creek,downstream,yellow perch,,2,100,105,24.6,may,spring,2023
creek,downstream,yellow perch,,6,65,69,18.2,may,spring,2023
creek,downstream,yellow perch,,21,67,71,64.3,may,spring,2023
creek,downstream,yellow perch,,6,73,78,18,may,spring,2023
creek,downstream,yellow perch,,5,93,98,41.5,may,spring,2023
creek,downstream,yellow perch,,1,127,134,24.1,may,spring,2023
creek,downstream,yellow perch,,,NA,NA,144.7,may,spring,2023
creek,downstream,yellow perch,,,NA,NA,51,may,spring,2023
creek,downstream,yellow perch,,,NA,NA,28.7,may,spring,2023
creek,downstream,yellow perch,,,NA,NA,127.8,may,spring,2023
creek,downstream,yellow perch,,,NA,NA,79.3,may,spring,2023
creek,downstream,yellow perch,,,NA,NA,32.1,may,spring,2023
creek,downstream,yellow perch,,,NA,NA,66,may,spring,2023
creek,downstream,yellow perch,,,NA,NA,65.9,may,spring,2023
creek,downstream,yellow perch,,,NA,NA,26.2,may,spring,2023
creek,downstream,yellow perch,,3,,,18.1,october,fall,2024
creek,downstream,yellow perch,,1,82,87,6.3,october,fall,2024
creek,downstream,yellow perch,,1,76,81,5.6,october,fall,2024
creek,downstream,yellow perch,,1,61,65,1.9,october,fall,2024
creek,downstream,yellow perch,,1,70,74,3.3,october,fall,2024
creek,downstream,yellow perch,,1,84,86,6.9,october,fall,2024
creek,downstream,yellow perch,,1,90,94,7.8,october,fall,2024
creek,downstream,yellow perch,,1,79,83,5.4,october,fall,2024
creek,downstream,yellow perch,,1,65,69,2.9,october,fall,2024
creek,downstream,yellow perch,,1,90,95,6.7,october,fall,2024
creek,downstream,yellow perch,,bulk,,,89.6,october,fall,2024
creek,downstream,yellow perch,,1,90,96,8.1,october,fall,2024
creek,downstream,yellow perch,,1,82,86,5.4,october,fall,2024
creek,downstream,yellow perch,,4,,25.1,,october,fall,2024
creek,downstream,yellow perch,,1,79,83,5.7,october,fall,2024
creek,downstream,yellow perch,,1,80,84,6,october,fall,2024
creek,downstream,yellow perch,,1,87,91,7.2,october,fall,2024
creek,downstream,yellow perch,,bulk,,,89.5,october,fall,2024
creek,downstream,yellow perch,,bulk,,,57.9,october,fall,2024
creek,downstream,yellow perch,,bulk,,,289.9,october,fall,2024
creek,downstream,yellow perch,,bulk,,,250.3,october,fall,2024
creek,downstream,yellow perch,,bulk,,,78.3,october,fall,2024
creek,downstream,yellow perch,,1,89,94,7.8,october,fall,2024
creek,downstream,yellow perch,,1,104,109,11.5,october,fall,2024
creek,downstream,yellow perch,,1,85,90,6.3,october,fall,2024
creek,downstream,yellow perch,,1,87,92,6.5,october,fall,2024
creek,downstream,yellow perch,,1,80,84,4.9,october,fall,2024
creek,downstream,yellow perch,,1,90,95,8.2,october,fall,2024
creek,downstream,yellow perch,,1,94,98,9.1,october,fall,2024
creek,downstream,yellow perch,,1,105,111,12.2,october,fall,2024
creek,downstream,yellow perch,,1,97,103,10,october,fall,2024
creek,downstream,yellow perch,,1,90,94,7,october,fall,2024
creek,downstream,yellow perch,,1,104,108,11.6,october,fall,2024
creek,downstream,yellow perch,,bulk,,,243.5,october,fall,2024
creek,downstream,yellow perch,,bulk,,,301.2,october,fall,2024
creek,downstream,yellow perch,,bulk,,,261.3,october,fall,2024
creek,downstream,yellow perch,,bulk,,,92.2,october,fall,2024
creek,downstream,yellow perch,,bulk,,,43.9,october,fall,2024
creek,downstream,yellow perch,,bulk,,,227.9,october,fall,2024
creek,downstream,yellow perch,,bulk,,,304.8,october,fall,2024
creek,downstream,yellow perch,,bulk,,,42,october,fall,2024
creek,downstream,yellow perch,,1,95,99,8.7,october,fall,2024
creek,downstream,yellow perch,,1,161,168,42.6,october,fall,2024
creek,downstream,yellow perch,,1,120,125,18,october,fall,2024
creek,downstream,yellow perch,,1,,,,october,fall,2024
creek,downstream,yellow perch,,1,120,125,18.9,october,fall,2024
creek,downstream,yellow perch,,1,132,139,22.6,october,fall,2024
creek,downstream,yellow perch,,1,127,136,25.2,october,fall,2024
creek,downstream,yellow perch,,1,130,136,25.2,october,fall,2024
creek,downstream,yellow perch,,1,88,93,6.2,october,fall,2024
creek,downstream,yellow perch,,1,65,70,3,october,fall,2024
creek,downstream,yellow perch,,1,120,125,17.8,october,fall,2024
creek,downstream,yellow perch,,4,,,23.1,october,fall,2024
creek,downstream,yellow perch,,1,155,162,42.4,october,fall,2024
creek,downstream,yellow perch,,1,130,141,26,october,fall,2024
creek,downstream,yellow perch,,1,135,142,24.8,october,fall,2024
creek,downstream,yellow perch,,bulk,,,107.4,october,fall,2024
creek,downstream,yellow perch,,bulk,,,86.4,october,fall,2024
creek,downstream,yellow perch,,1,64,67,3.4,october,fall,2024
creek,downstream,yellow perch,,bulk,,,347.4,october,fall,2024
creek,downstream,yellow perch,,bulk,,,283.2,october,fall,2024
creek,downstream,yellow perch,,bulk,,,259.7,october,fall,2024
creek,downstream,yellow perch,,bulk,,,98.8,october,fall,2024
creek,downstream,yellow perch,,1,75,80,4,october,fall,2024
creek,downstream,yellow perch,,1,97,102,9.3,october,fall,2024
creek,downstream,yellow perch,,1,65,69,2.9,october,fall,2024
creek,downstream,yellow perch,,1,80,85,5.4,october,fall,2024
creek,downstream,yellow perch,,bulk,,,172.7,october,fall,2024
creek,downstream,yellow perch,,bulk,,,140,october,fall,2024
creek,downstream,yellow perch,,bulk,,,233.5,october,fall,2024
creek,downstream,yellow perch,,1,132,137,27.7,october,fall,2024
creek,downstream,yellow perch,,1,127,133,22.2,october,fall,2024
creek,downstream,yellow perch,,bulk,,,95.1,october,fall,2024
creek,downstream,yellow perch,,bulk,,,28.1,october,fall,2024
creek,downstream,yellow perch,,4,,,19.4,october,fall,2024
creek,downstream,yellow perch,,1,63,67,2.7,october,fall,2024
creek,downstream,yellow perch,,1,112,117,15.1,october,fall,2024
creek,downstream,yellow perch,,26,80,85,90.7,october,fall,2023
creek,downstream,yellow perch,,1,152,160,38.9,october,fall,2023
creek,downstream,yellow perch,,1,112,117,14.5,october,fall,2023
creek,downstream,yellow perch,,15,65,69,41.4,october,fall,2023
creek,downstream,yellow perch,,1,60,64,2.1,october,fall,2023
creek,downstream,yellow perch,,1,90,95,8.3,october,fall,2023
creek,downstream,yellow perch,,1,92,98,8.6,october,fall,2023
creek,downstream,yellow perch,,1,62,65,2.9,october,fall,2023
creek,downstream,yellow perch,,11,65,69,30,october,fall,2023
creek,downstream,yellow perch,,6,62,65,16.7,october,fall,2023
creek,downstream,yellow perch,,14,71,74,60,october,fall,2023
creek,downstream,yellow perch,,4,65,69,11.4,october,fall,2023
creek,downstream,yellow perch,,1,59,62,1.9,october,fall,2023
creek,downstream,yellow perch,,7,88,93,67.8,october,fall,2023
creek,downstream,yellow perch,,1,132,139,27.2,october,fall,2023
creek,downstream,yellow perch,,6,113,119,116.3,october,fall,2023
creek,downstream,yellow perch,,1,61,65,2.2,october,fall,2023
creek,downstream,yellow perch,,25,60,64,67.7,october,fall,2023
creek,downstream,yellow perch,,NA,61,66,66.1,october,fall,2023
creek,downstream,yellow perch,,NA,70,75,139.6,october,fall,2023
creek,downstream,yellow perch,,NA,70,74,42.1,october,fall,2023
creek,downstream,yellow perch,,NA,60,63,33.6,october,fall,2023
creek,downstream,yellow perch,,NA,92,97,63.6,october,fall,2023
creek,downstream,yellow perch,,NA,62,67,17.4,october,fall,2023
creek,downstream,yellow perch,,1,162,170,49,october,fall,2023
creek,downstream,yellow perch,,1,130,136,22.8,october,fall,2023
creek,downstream,yellow perch,,1,91,96,38,october,fall,2023
creek,downstream,yellow perch,,1,143,150,38,october,fall,2023
creek,downstream,yellow perch,,NA,116,122,95.5,october,fall,2023
creek,downstream,yellow perch,,3,100,105,24.6,october,fall,2023
creek,downstream,yellow perch,,2,60,63,4.9,october,fall,2023
creek,downstream,yellow perch,,8,63,67,22.9,october,fall,2023
creek,downstream,yellow perch,,1,100,105,10,october,fall,2023
creek,downstream,yellow perch,,3,65,69,13.1,october,fall,2023
creek,downstream,yellow perch,,10,107,115,130,october,fall,2023
creek,downstream,yellow perch,,1,125,130,20,october,fall,2023
creek,downstream,yellow perch,,21,65,68,65.2,october,fall,2023
creek,downstream,yellow perch,,11,70,74,30.7,october,fall,2023
creek,downstream,yellow perch,,15,61,65,38.6,october,fall,2023
creek,downstream,yellow perch,,1,126,134,21.7,october,fall,2023
creek,downstream,yellow perch,,33,94,97,270,october,fall,2023
creek,downstream,yellow perch,,bulk,107,113,296.3,october,fall,2023
creek,downstream,yellow perch,,bulk,106,111,158,october,fall,2023
creek,downstream,yellow perch,,9,82,88,63.5,october,fall,2023
creek,downstream,yellow perch,,1,115,120,17,october,fall,2023
creek,downstream,yellow perch,,2,106,111,26.4,october,fall,2023
creek,downstream,yellow perch,,12,63,67,31,october,fall,2023
creek,downstream,yellow perch,,21,93,98,141.3,october,fall,2023
creek,downstream,yellow perch,,26,65,69,80,october,fall,2023
creek,downstream,yellow perch,,25,75,79,168.1,october,fall,2023
creek,downstream,yellow perch,,13,93,97,93.8,october,fall,2023
creek,downstream,yellow perch,,8,83,88,56.2,october,fall,2023
creek,downstream,yellow perch,,4,65,69,15.2,october,fall,2023
creek,downstream,yellow perch,,bulk,112,119,106,october,fall,2023
creek,downstream,yellow perch,,bulk,84,89,135.4,october,fall,2023
creek,downstream,yellow perch,,bulk,96,101,156.8,october,fall,2023
creek,downstream,yellow perch,,1,137,144,24.9,october,fall,2023
creek,downstream,yellow perch,,bulk,86,92,134.3,october,fall,2023
creek,downstream,yellow perch,,bulk,98,103,107.4,october,fall,2023
creek,downstream,yellow perch,,bulk,100,105,223.9,october,fall,2023
creek,downstream,yellow perch,,bulk,100,106,341.1,october,fall,2023
creek,downstream,yellow perch,,bulk,92,96,313.6,october,fall,2023
creek,downstream,yellow perch,,bulk,80,85,131.6,october,fall,2023
creek,downstream,yellow perch,,bulk,103,109,300.3,october,fall,2023
creek,downstream,yellow perch,,bulk,105,110,180.8,october,fall,2023
creek,downstream,yellow perch,,10,104,107,90.5,october,fall,2023
creek,downstream,yellow perch,,bulk,90,95,69.3,october,fall,2023
creek,downstream,yellow perch,,bulk,85,90,198.2,october,fall,2023
creek,downstream,yellow perch,,1,85,89,67.2,october,fall,2023
creek,downstream,yellow perch,,1,150,157,233.6,october,fall,2023
creek,downstream,yellow perch,,4,133,140,69.6,october,fall,2023
creek,downstream,yellow perch,,1,132,140,21.8,october,fall,2023
creek,downstream,yellow perch,,1,61,65,2.4,october,fall,2023
creek,downstream,yellow perch,,bulk,85,90,149.6,october,fall,2023
creek,downstream,yellow perch,,bulk,90,95,180.9,october,fall,2023
creek,downstream,yellow perch,,bulk,107,114,228.7,october,fall,2023
creek,downstream,yellow perch,,bulk,104,109,86.1,october,fall,2023
creek,downstream,yellow perch,,bulk,79,82,202.4,october,fall,2023
creek,downstream,yellow perch,,bulk,102,108,88.8,october,fall,2023
